DIRECTORIO,SECUENCIA_P,ORDEN,CLASE,DPTO,FEX_C18,P3271,P6040,P6030S1,P6030S3,P6050,P6070,P6080,P2057,P6081,P6083,P6090,P6100,P6160,P6170,P3042,INGLABO,P6800,P6430,P6426,RAMA2D_R4,P6920
8256154,1,2,1,15,47.4633,2,16,12.0,2008.0,3,6.0,6,1,2,1,1,1.0,1.0,1.0,5.0,,,,,,
8256157,1,1,1,15,72.2177,2,64,8.0,1960.0,1,4.0,6,2,2,2,1,1.0,1.0,2.0,8.0,1400000.0,46.0,1.0,60.0,47.0,3.0
8256157,1,2,1,15,72.2177,1,37,11.0,1987.0,3,6.0,6,2,2,1,1,3.0,1.0,1.0,9.0,,,,,,
8256157,1,3,1,15,72.2177,1,33,8.0,1991.0,3,6.0,6,2,2,1,1,1.0,1.0,2.0,9.0,1423500.0,46.0,1.0,4.0,86.0,1.0
8256165,1,1,1,15,79.0854,1,73,7.0,1951.0,1,3.0,6,2,3,3,1,1.0,1.0,2.0,5.0,,,,,,
8256165,1,2,1,15,79.0854,2,69,3.0,1956.0,2,3.0,6,2,3,3,1,1.0,1.0,2.0,5.0,,,,,,
8256173,1,1,1,15,91.0632,1,67,12.0,1957.0,1,4.0,6,2,3,3,1,1.0,1.0,2.0,10.0,4500000.0,15.0,4.0,60.0,65.0,3.0
8256176,1,1,1,15,81.0742,2,24,10.0,2000.0,1,3.0,6,2,2,2,1,3.0,1.0,2.0,5.0,,,,,,
8256176,1,2,1,15,81.0742,1,33,10.0,1991.0,2,3.0,6,2,2,2,1,3.0,1.0,2.0,8.0,1300000.0,40.0,4.0,13.0,81.0,2.0
8256180,1,1,1,15,94.4126,2,31,12.0,1993.0,1,6.0,6,1,2,2,1,1.0,1.0,1.0,10.0,1423500.0,48.0,1.0,1.0,64.0,1.0
8256180,1,2,1,15,94.4126,2,12,12.0,2012.0,3,6.0,6,1,2,1,1,1.0,1.0,1.0,4.0,,,,,,
8256180,1,3,1,15,94.4126,1,6,3.0,2019.0,3,,6,2,2,1,1,1.0,1.0,1.0,3.0,,,,,,
8256181,1,1,1,15,105.6888,2,35,4.0,1990.0,1,2.0,6,1,2,2,1,1.0,1.0,2.0,10.0,3000000.0,48.0,1.0,60.0,86.0,1.0
8256181,1,2,1,15,105.6888,1,28,12.0,1996.0,2,2.0,6,1,2,2,1,1.0,1.0,2.0,9.0,1423500.0,48.0,1.0,4.0,85.0,1.0
8256181,1,3,1,15,105.6888,1,3,4.0,2022.0,3,,6,1,1,1,1,1.0,2.0,1.0,2.0,,,,,,
8256186,1,1,1,15,103.9643,1,39,8.0,1985.0,1,6.0,6,1,2,2,1,1.0,1.0,2.0,4.0,1423500.0,60.0,1.0,12.0,11.0,1.0
8256187,1,1,1,17,139.216,2,59,3.0,1966.0,1,6.0,6,2,3,3,1,3.0,1.0,2.0,4.0,,,,,,
8256188,1,1,1,17,235.4722,1,54,5.0,1971.0,1,3.0,6,2,3,2,1,2.0,1.0,2.0,10.0,,,,,,
8256188,1,2,1,17,235.4722,2,51,1.0,1974.0,2,3.0,6,2,2,3,1,1.0,1.0,2.0,11.0,3500000.0,40.0,1.0,132.0,85.0,1.0
8256188,1,3,1,17,235.4722,2,22,1.0,2003.0,3,6.0,6,2,1,1,1,2.0,1.0,1.0,10.0,800000.0,24.0,1.0,6.0,56.0,2.0
8256189,1,1,1,17,214.4432,2,84,12.0,1940.0,1,5.0,6,2,3,3,1,1.0,1.0,2.0,4.0,,,,,,
8256189,1,2,1,17,214.4432,1,63,1.0,1962.0,3,6.0,6,2,3,1,1,1.0,1.0,2.0,5.0,,,,,,
8256189,1,3,1,17,214.4432,2,58,8.0,1966.0,3,4.0,6,2,3,1,1,1.0,1.0,2.0,10.0,2000000.0,46.0,4.0,240.0,45.0,3.0
8256189,1,4,1,17,214.4432,1,28,3.0,1997.0,8,6.0,6,2,2,1,1,3.0,1.0,2.0,5.0,,,,,,
8256190,1,1,1,17,201.6874,2,73,4.0,1952.0,1,6.0,6,2,3,3,1,1.0,1.0,2.0,10.0,,,,,,
8256190,1,2,1,17,201.6874,1,74,10.0,1950.0,6,6.0,6,2,3,3,1,1.0,1.0,2.0,10.0,,,,,,
8256191,1,1,1,17,214.4489,2,67,6.0,1958.0,1,5.0,6,2,3,3,1,1.0,1.0,2.0,5.0,,,,,,
8256191,1,2,1,17,214.4489,2,42,3.0,1983.0,3,6.0,6,2,3,1,1,1.0,1.0,2.0,10.0,,,,,,
8256191,1,3,1,17,214.4489,1,26,7.0,1998.0,8,6.0,6,2,2,2,1,3.0,1.0,1.0,10.0,,,,,,
8256192,1,1,1,17,208.4782,2,52,4.0,1973.0,1,3.0,6,2,3,2,1,1.0,1.0,2.0,10.0,2900000.0,42.0,1.0,5.0,88.0,1.0
8256192,1,2,1,17,208.4782,1,64,6.0,1961.0,2,3.0,6,2,3,3,1,1.0,1.0,2.0,10.0,1200000.0,20.0,4.0,168.0,68.0,1.0
8256194,1,1,1,17,161.1945,1,89,5.0,1936.0,1,3.0,6,2,3,3,1,1.0,1.0,2.0,3.0,,,,,,
8256194,1,2,1,17,161.1945,2,82,2.0,1943.0,2,3.0,6,2,3,3,1,1.0,1.0,2.0,8.0,,,,,,
8256194,1,3,1,17,161.1945,2,57,9.0,1967.0,3,6.0,6,2,1,1,1,3.0,1.0,2.0,5.0,,,,,,
8256194,1,4,1,17,161.1945,2,38,7.0,1986.0,8,6.0,6,2,2,2,1,1.0,2.0,2.0,1.0,,,,,,
8256195,1,1,1,17,163.9949,2,46,4.0,1979.0,1,3.0,6,2,2,2,1,1.0,1.0,2.0,5.0,,,,,,
8256195,1,2,1,17,163.9949,1,54,3.0,1971.0,2,3.0,6,1,2,3,1,1.0,1.0,2.0,5.0,2400000.0,50.0,4.0,404.0,33.0,2.0
8256195,1,3,1,17,163.9949,1,22,3.0,2003.0,3,6.0,6,2,1,1,1,3.0,1.0,1.0,10.0,,,,,,
8256195,1,4,1,17,163.9949,2,20,8.0,2004.0,3,6.0,6,2,1,1,1,1.0,1.0,1.0,9.0,,,,,,
8256196,1,1,1,17,143.9523,2,56,3.0,1969.0,1,4.0,6,1,3,3,1,1.0,1.0,2.0,4.0,,,,,,
8256196,1,2,1,17,143.9523,2,36,8.0,1988.0,3,4.0,6,2,2,1,1,1.0,1.0,2.0,5.0,800000.0,20.0,4.0,48.0,95.0,2.0
8256196,1,3,1,17,143.9523,2,7,3.0,2018.0,8,,6,2,2,1,1,1.0,1.0,1.0,3.0,,,,,,
8256197,1,1,1,17,280.3592,1,51,1.0,1974.0,1,4.0,6,1,2,2,1,1.0,1.0,2.0,5.0,1423500.0,46.0,1.0,108.0,47.0,1.0
8256197,1,2,1,17,280.3592,2,19,5.0,2006.0,3,6.0,6,2,1,2,1,1.0,1.0,1.0,10.0,1423500.0,48.0,1.0,5.0,56.0,1.0
8256199,1,1,1,17,258.7948,1,54,7.0,1970.0,1,3.0,6,2,2,2,1,1.0,1.0,2.0,4.0,2000000.0,50.0,1.0,144.0,49.0,1.0
8256199,1,2,1,17,258.7948,2,67,10.0,1957.0,2,3.0,6,2,3,3,1,1.0,1.0,2.0,3.0,,,,,,
8256199,1,3,1,17,258.7948,1,24,4.0,2001.0,3,6.0,6,2,1,1,1,1.0,1.0,2.0,5.0,1700000.0,46.0,1.0,48.0,49.0,1.0
8256200,1,1,1,17,238.2543,1,73,3.0,1952.0,1,6.0,6,2,3,3,1,3.0,1.0,2.0,3.0,500000.0,20.0,4.0,36.0,45.0,2.0
8256200,1,2,1,17,238.2543,2,74,7.0,1950.0,6,6.0,6,2,3,3,1,3.0,2.0,2.0,1.0,,,,,,
8256200,1,3,1,17,238.2543,1,64,4.0,1961.0,6,6.0,6,2,3,3,1,3.0,1.0,2.0,3.0,600000.0,25.0,4.0,36.0,45.0,2.0
8256202,1,1,1,17,314.256,1,62,1.0,1963.0,1,4.0,6,2,3,2,1,3.0,1.0,2.0,4.0,1000000.0,90.0,1.0,24.0,47.0,2.0
8256202,1,2,1,17,314.256,2,23,4.0,2002.0,3,4.0,6,2,1,2,1,3.0,1.0,2.0,9.0,900000.0,48.0,5.0,24.0,47.0,2.0
8256202,1,3,1,17,314.256,1,2,3.0,2023.0,8,,6,2,2,1,1,3.0,,,,,,,,,
8256203,1,1,1,17,297.2234,1,55,2.0,1970.0,1,2.0,6,2,3,3,1,1.0,1.0,2.0,9.0,2000000.0,50.0,1.0,12.0,28.0,1.0
8256203,1,2,1,17,297.2234,1,24,2.0,2001.0,3,2.0,6,2,1,2,1,1.0,1.0,1.0,10.0,1423500.0,46.0,1.0,18.0,10.0,1.0
8256203,1,3,1,17,297.2234,2,24,2.0,2001.0,7,2.0,6,2,2,2,1,1.0,1.0,1.0,8.0,,,,,,
8256203,1,4,1,17,297.2234,1,1,11.0,2023.0,8,,6,2,1,1,1,1.0,,,,,,,,,
8256203,1,5,1,17,297.2234,2,21,12.0,2003.0,3,6.0,6,2,1,2,1,1.0,1.0,2.0,8.0,1423500.0,45.0,1.0,3.0,82.0,1.0
8256204,1,1,1,17,215.8002,2,48,3.0,1977.0,1,4.0,6,2,2,2,1,1.0,1.0,2.0,11.0,1800000.0,40.0,4.0,180.0,94.0,2.0
8256204,1,2,1,17,215.8002,2,20,11.0,2004.0,3,6.0,6,2,2,1,1,1.0,1.0,1.0,10.0,450000.0,18.0,1.0,36.0,56.0,2.0
8256204,1,3,1,17,215.8002,1,17,11.0,2007.0,3,6.0,6,2,2,1,1,1.0,1.0,1.0,10.0,,,,,,
8256205,1,1,1,17,274.0582,2,47,10.0,1977.0,1,4.0,6,1,3,3,1,3.0,1.0,2.0,3.0,,,,,,
8256205,1,2,1,17,274.0582,1,29,8.0,1995.0,3,6.0,6,1,2,1,1,3.0,1.0,2.0,3.0,500000.0,24.0,1.0,36.0,41.0,2.0
8256205,1,3,1,17,274.0582,1,23,7.0,2001.0,3,6.0,6,1,2,1,1,3.0,2.0,2.0,1.0,,,,,,
8256205,1,4,1,17,274.0582,1,21,3.0,2004.0,3,6.0,6,1,2,1,1,3.0,1.0,2.0,4.0,,,,,,
8256206,1,1,1,17,265.4644,2,37,10.0,1987.0,1,6.0,6,2,2,2,1,3.0,1.0,2.0,5.0,1423500.0,40.0,4.0,36.0,81.0,2.0
8256206,1,2,1,17,265.4644,1,15,11.0,2009.0,3,6.0,6,2,2,1,1,1.0,1.0,1.0,5.0,,,,,,
8256206,1,3,1,17,265.4644,2,11,12.0,2013.0,3,6.0,6,2,2,1,1,1.0,1.0,1.0,4.0,,,,,,
8256207,1,1,1,17,388.37,2,77,9.0,1947.0,1,5.0,6,2,3,3,1,3.0,1.0,2.0,4.0,,,,,,
8256207,1,2,1,17,388.37,2,54,11.0,1970.0,3,4.0,6,2,3,1,1,1.0,1.0,2.0,5.0,2050000.0,30.0,1.0,60.0,56.0,2.0
8256207,1,3,1,17,388.37,1,48,4.0,1977.0,3,6.0,6,2,3,1,1,3.0,1.0,2.0,5.0,,,,,,
8256207,1,4,1,17,388.37,1,45,3.0,1980.0,3,4.0,6,2,3,1,1,3.0,1.0,2.0,5.0,1280000.0,54.0,1.0,48.0,56.0,2.0
8256207,1,5,1,17,388.37,1,38,3.0,1987.0,3,6.0,6,2,3,1,1,3.0,1.0,1.0,10.0,1400000.0,50.0,1.0,48.0,56.0,2.0
8256207,1,6,1,17,388.37,1,50,10.0,1974.0,13,4.0,6,2,3,3,1,1.0,1.0,2.0,5.0,,,,,,
8256208,1,1,1,17,244.3485,1,56,9.0,1968.0,1,2.0,6,2,3,3,1,3.0,1.0,2.0,4.0,1000000.0,51.0,1.0,108.0,45.0,2.0
8256208,1,2,1,17,244.3485,2,53,4.0,1972.0,2,2.0,6,2,3,3,1,1.0,2.0,2.0,1.0,1823000.0,46.0,3.0,12.0,97.0,1.0
8256208,1,3,1,17,244.3485,1,22,12.0,2002.0,3,4.0,6,2,2,1,1,3.0,1.0,2.0,4.0,,,,,,
8256210,1,1,1,17,380.6857,1,35,7.0,1989.0,1,2.0,6,2,2,2,1,1.0,1.0,2.0,5.0,1423500.0,46.0,1.0,1.0,45.0,1.0
8256210,1,2,1,17,380.6857,2,31,3.0,1994.0,2,2.0,6,2,2,2,1,3.0,1.0,2.0,5.0,150000.0,10.0,4.0,4.0,96.0,2.0
8256210,1,3,1,17,380.6857,1,9,10.0,2015.0,3,,6,2,1,1,1,3.0,1.0,1.0,3.0,,,,,,
8256210,1,4,1,17,380.6857,1,2,9.0,2022.0,3,,6,2,1,1,1,3.0,,,,,,,,,
8256211,1,1,1,17,322.6155,1,35,5.0,1990.0,1,3.0,6,1,2,2,1,1.0,1.0,2.0,9.0,2800000.0,42.0,1.0,11.0,20.0,1.0
8256211,1,2,1,17,322.6155,2,32,7.0,1992.0,2,3.0,6,2,2,2,1,1.0,1.0,2.0,8.0,400000.0,30.0,1.0,24.0,96.0,2.0
8256211,1,3,1,17,322.6155,1,10,4.0,2015.0,3,6.0,6,2,1,1,1,1.0,1.0,1.0,3.0,,,,,,
8256212,1,1,1,17,192.4409,2,72,11.0,1952.0,1,6.0,6,2,3,3,1,1.0,1.0,2.0,4.0,400000.0,20.0,4.0,120.0,95.0,3.0
8256212,1,2,1,17,192.4409,2,40,1.0,1985.0,3,4.0,6,2,2,1,1,1.0,1.0,2.0,10.0,2000000.0,46.0,1.0,132.0,86.0,1.0
8256212,1,3,1,17,192.4409,1,19,2.0,2006.0,8,6.0,6,2,2,1,1,1.0,1.0,1.0,10.0,,,,,,
8256213,1,1,1,17,251.0616,1,63,10.0,1961.0,1,3.0,6,2,3,3,1,1.0,1.0,2.0,3.0,,,,,,
8256213,1,2,1,17,251.0616,2,62,12.0,1962.0,2,3.0,6,2,3,3,1,1.0,1.0,2.0,8.0,,,,,,
8256213,1,3,1,17,251.0616,2,28,10.0,1996.0,3,6.0,6,2,1,1,1,1.0,1.0,2.0,8.0,1700000.0,48.0,1.0,30.0,86.0,1.0
8256213,1,4,1,17,251.0616,2,6,8.0,2018.0,8,,6,2,2,1,1,1.0,1.0,1.0,3.0,,,,,,
8256215,1,1,1,17,233.8828,2,61,10.0,1963.0,1,5.0,6,2,3,3,1,1.0,1.0,2.0,3.0,,,,,,
8256216,1,1,1,17,305.9301,1,38,5.0,1987.0,1,6.0,6,2,2,2,1,1.0,1.0,2.0,9.0,2500000.0,46.0,1.0,108.0,10.0,1.0
8256217,1,1,1,17,264.5452,2,42,3.0,1983.0,1,3.0,6,2,2,2,1,1.0,1.0,2.0,5.0,,,,,,
8256217,1,2,1,17,264.5452,1,48,4.0,1977.0,2,3.0,6,2,2,3,1,1.0,1.0,2.0,8.0,1800000.0,46.0,1.0,2.0,94.0,1.0
8256218,1,1,1,17,253.7512,2,56,9.0,1968.0,1,2.0,6,2,3,3,1,1.0,1.0,2.0,5.0,1423500.0,46.0,1.0,216.0,65.0,1.0
8256218,1,2,1,17,253.7512,1,58,9.0,1966.0,2,2.0,6,2,3,2,1,1.0,1.0,2.0,6.0,600000.0,48.0,4.0,60.0,49.0,2.0
8256218,1,3,1,17,253.7512,1,28,8.0,1996.0,3,6.0,6,2,2,1,1,1.0,1.0,2.0,10.0,,,,,,
8256218,1,4,1,17,253.7512,1,18,1.0,2007.0,8,6.0,6,2,2,2,1,1.0,1.0,1.0,6.0,,,,,,
8256218,1,5,1,17,253.7512,1,20,1.0,2005.0,9,6.0,6,2,1,2,1,1.0,1.0,2.0,5.0,,,,,,
8256219,1,1,1,17,203.4872,2,40,8.0,1984.0,1,4.0,6,2,2,2,1,1.0,1.0,2.0,8.0,1800000.0,72.0,1.0,1.0,47.0,2.0
8256219,1,2,1,17,203.4872,2,65,2.0,1960.0,9,4.0,6,1,3,3,1,1.0,1.0,2.0,3.0,600000.0,25.0,4.0,200.0,96.0,2.0
8256220,1,1,1,17,230.4999,1,77,5.0,1948.0,1,3.0,6,1,3,3,1,3.0,1.0,2.0,3.0,,,,,,
8256220,1,2,1,17,230.4999,2,70,12.0,1954.0,2,3.0,6,1,3,2,1,3.0,1.0,2.0,3.0,,,,,,
8256221,1,1,1,17,221.9659,2,42,9.0,1982.0,1,2.0,6,2,3,3,1,3.0,1.0,2.0,5.0,1400000.0,36.0,1.0,4.0,56.0,2.0
8256221,1,2,1,17,221.9659,1,20,7.0,2004.0,3,6.0,6,2,2,1,1,3.0,1.0,2.0,4.0,600000.0,25.0,4.0,12.0,49.0,2.0
8256221,1,3,1,17,221.9659,2,17,12.0,2007.0,3,6.0,6,2,2,1,1,3.0,1.0,1.0,4.0,,,,,,
8256222,1,1,1,17,272.1037,1,45,6.0,1980.0,1,2.0,6,2,2,2,1,1.0,1.0,2.0,5.0,1623500.0,46.0,1.0,36.0,93.0,1.0
8256222,1,2,1,17,272.1037,2,30,8.0,1994.0,2,2.0,6,2,2,2,1,1.0,1.0,2.0,10.0,1623500.0,40.0,1.0,60.0,69.0,1.0
8256223,1,1,1,17,203.4872,2,67,7.0,1957.0,1,5.0,6,2,3,3,1,1.0,1.0,2.0,3.0,,,,,,
8256223,1,2,1,17,203.4872,2,32,11.0,1992.0,3,4.0,6,2,3,1,1,1.0,1.0,1.0,10.0,1423500.0,48.0,1.0,7.0,82.0,1.0
8256224,1,1,1,17,311.0658,2,63,1.0,1962.0,1,4.0,6,2,3,2,1,3.0,1.0,2.0,5.0,,,,,,
8256224,1,2,1,17,311.0658,2,39,9.0,1985.0,3,4.0,6,2,2,1,1,1.0,1.0,2.0,5.0,1423500.0,48.0,1.0,1.0,61.0,1.0
8256224,1,3,1,17,311.0658,2,19,9.0,2005.0,8,6.0,6,2,2,1,1,1.0,1.0,1.0,10.0,700000.0,25.0,1.0,12.0,93.0,2.0
8256224,1,4,1,17,311.0658,1,12,12.0,2012.0,8,6.0,6,2,2,1,1,1.0,1.0,1.0,4.0,,,,,,
8256224,1,5,1,17,311.0658,1,9,11.0,2015.0,8,,6,2,2,1,1,1.0,1.0,1.0,3.0,,,,,,
8256225,1,1,1,17,224.0971,2,64,3.0,1961.0,1,3.0,6,2,3,3,1,1.0,1.0,2.0,5.0,,,,,,
8256225,1,2,1,17,224.0971,1,70,9.0,1954.0,2,3.0,6,2,3,3,1,1.0,1.0,2.0,5.0,,,,,,
8256226,1,1,1,17,218.7096,2,43,,,1,4.0,6,2,3,2,1,1.0,1.0,2.0,8.0,2000000.0,46.0,1.0,30.0,86.0,1.0
8256226,1,2,1,17,218.7096,1,16,,,3,6.0,6,2,2,1,1,2.0,1.0,1.0,5.0,,,,,,
8256227,1,1,1,17,256.9999,2,69,11.0,1955.0,1,4.0,6,2,3,3,1,3.0,1.0,2.0,3.0,,,,,,
8256227,1,2,1,17,256.9999,1,33,2.0,1992.0,3,4.0,6,2,2,1,1,1.0,1.0,2.0,5.0,2900000.0,40.0,4.0,84.0,81.0,1.0
8256228,1,1,1,17,216.5582,2,72,9.0,1952.0,1,5.0,6,1,3,3,1,1.0,1.0,2.0,5.0,,,,,,
8256229,1,1,1,17,213.6615,2,70,8.0,1954.0,1,5.0,6,2,3,3,1,1.0,1.0,2.0,5.0,,,,,,
8256229,1,2,1,17,213.6615,2,48,11.0,1976.0,3,6.0,6,2,3,1,1,1.0,1.0,2.0,8.0,720000.0,24.0,4.0,6.0,87.0,2.0
8256230,1,1,1,17,100.4041,1,49,3.0,1976.0,1,2.0,6,2,2,3,1,1.0,1.0,2.0,5.0,4000000.0,40.0,4.0,60.0,49.0,1.0
8256230,1,2,1,17,100.4041,2,43,4.0,1982.0,2,2.0,6,2,3,3,1,1.0,1.0,2.0,9.0,1423500.0,46.0,1.0,2.0,84.0,1.0
8256230,1,3,1,17,100.4041,2,11,9.0,2013.0,3,6.0,6,2,1,1,1,1.0,1.0,1.0,4.0,,,,,,
8256231,1,1,1,17,224.1035,2,26,11.0,1998.0,1,6.0,6,2,2,2,1,3.0,1.0,2.0,8.0,1400000.0,24.0,1.0,48.0,47.0,2.0
8256232,1,1,1,17,80.8748,1,56,6.0,1969.0,1,3.0,6,1,3,3,1,2.0,1.0,2.0,5.0,800000.0,30.0,4.0,96.0,45.0,3.0
8256232,1,2,1,17,80.8748,2,47,11.0,1977.0,2,3.0,6,2,3,2,1,2.0,1.0,2.0,5.0,,,,,,
8256232,1,3,1,17,80.8748,1,26,9.0,1998.0,3,6.0,6,2,1,1,1,1.0,1.0,2.0,10.0,1423500.0,46.0,1.0,18.0,49.0,1.0
8256232,1,4,1,17,80.8748,1,17,11.0,2007.0,3,6.0,6,2,1,1,1,2.0,1.0,2.0,5.0,600000.0,20.0,1.0,2.0,56.0,2.0
8256233,1,1,1,17,45.3975,2,59,1.0,1966.0,1,5.0,6,2,3,3,1,2.0,1.0,2.0,11.0,5000000.0,36.0,2.0,360.0,85.0,1.0
8256233,1,2,1,17,45.3975,2,34,7.0,1990.0,3,6.0,6,2,3,1,1,2.0,1.0,2.0,5.0,,,,,,
8256233,1,3,1,17,45.3975,2,25,5.0,2000.0,3,6.0,6,2,3,1,1,2.0,1.0,2.0,10.0,,,,,,
8256233,1,4,1,17,45.3975,2,25,7.0,1999.0,9,6.0,6,2,2,2,1,1.0,1.0,2.0,5.0,1423500.0,46.0,1.0,36.0,68.0,1.0
8256234,1,1,1,17,82.7434,1,37,7.0,1987.0,1,6.0,6,2,3,1,1,1.0,1.0,2.0,9.0,1423500.0,46.0,1.0,18.0,82.0,1.0
8256234,1,2,1,17,82.7434,2,73,4.0,1952.0,4,5.0,6,2,3,3,1,1.0,1.0,2.0,3.0,,,,,,
8256234,1,3,1,17,82.7434,1,38,8.0,1986.0,6,4.0,6,2,3,1,1,1.0,1.0,2.0,5.0,1423500.0,46.0,1.0,36.0,80.0,1.0
8256235,1,1,1,17,61.12,1,27,5.0,1998.0,1,1.0,6,2,2,2,1,1.0,1.0,2.0,5.0,1423500.0,60.0,1.0,8.0,10.0,1.0
8256235,1,2,1,17,61.12,2,21,1.0,2004.0,2,1.0,6,2,2,2,1,1.0,1.0,2.0,5.0,,,,,,
8256237,1,1,1,17,283.2686,1,33,11.0,1991.0,1,6.0,6,2,2,2,1,3.0,1.0,2.0,5.0,2860000.0,46.0,1.0,2.0,56.0,2.0
8256238,1,1,1,17,304.7681,1,54,1.0,1971.0,1,4.0,6,2,3,3,2,,1.0,2.0,8.0,40000.0,48.0,4.0,1.0,56.0,2.0
8256238,1,2,1,17,304.7681,2,24,7.0,2000.0,3,6.0,6,2,1,2,1,1.0,1.0,2.0,8.0,1423500.0,48.0,1.0,16.0,14.0,1.0
8256238,1,3,1,17,304.7681,2,79,7.0,1945.0,5,6.0,6,2,3,3,1,3.0,1.0,2.0,3.0,,,,,,
8256238,1,4,1,17,304.7681,1,44,1.0,1981.0,13,2.0,6,2,2,3,1,3.0,1.0,2.0,4.0,40000.0,48.0,4.0,1.0,56.0,2.0
8256238,2,1,1,17,304.7681,1,72,8.0,1952.0,1,6.0,6,2,3,3,1,3.0,1.0,2.0,3.0,370000.0,84.0,4.0,24.0,47.0,2.0
8256239,1,1,1,17,273.8704,2,43,2.0,1982.0,1,6.0,6,2,2,3,1,1.0,1.0,2.0,5.0,1423500.0,46.0,1.0,1.0,70.0,1.0
8256239,1,2,1,17,273.8704,2,16,11.0,2008.0,3,6.0,6,2,2,1,1,1.0,1.0,1.0,5.0,,,,,,
8256239,1,3,1,17,273.8704,1,20,12.0,2004.0,9,6.0,6,2,2,2,1,1.0,1.0,2.0,5.0,1423500.0,46.0,1.0,4.0,10.0,1.0
8256239,1,4,1,17,273.8704,1,8,1.0,2017.0,9,,6,2,2,2,1,1.0,1.0,1.0,3.0,,,,,,
8256241,1,1,1,17,216.5582,2,58,1.0,1967.0,1,6.0,6,1,3,3,1,1.0,1.0,2.0,4.0,1423500.0,46.0,1.0,270.0,94.0,1.0
8256242,1,1,1,17,180.5912,2,32,12.0,1992.0,1,4.0,6,2,2,2,1,1.0,1.0,2.0,8.0,1423500.0,46.0,1.0,30.0,65.0,1.0
8256242,1,2,1,17,180.5912,1,6,4.0,2019.0,3,,6,2,2,1,1,1.0,1.0,1.0,3.0,,,,,,
8256243,1,1,1,17,309.2644,2,29,7.0,1995.0,1,6.0,6,2,2,2,1,1.0,1.0,2.0,9.0,1800000.0,50.0,1.0,12.0,53.0,1.0
8256243,1,2,1,17,309.2644,1,11,9.0,2013.0,3,6.0,6,2,2,1,1,1.0,1.0,1.0,4.0,,,,,,
8256243,1,3,1,17,309.2644,2,8,9.0,2016.0,3,,6,2,2,1,1,1.0,1.0,1.0,3.0,,,,,,
8256245,1,1,1,17,264.5452,1,52,10.0,1972.0,1,3.0,6,2,3,2,1,3.0,1.0,2.0,6.0,1300000.0,30.0,4.0,360.0,80.0,2.0
8256245,1,2,1,17,264.5452,2,51,9.0,1973.0,2,3.0,6,2,3,2,1,3.0,1.0,2.0,5.0,1500000.0,48.0,1.0,225.0,47.0,2.0
8256246,1,1,1,17,196.8387,2,51,10.0,1973.0,1,4.0,6,2,3,3,1,3.0,1.0,2.0,9.0,700000.0,36.0,4.0,240.0,47.0,2.0
8256246,1,2,1,17,196.8387,1,15,9.0,2009.0,9,6.0,6,2,3,2,1,3.0,1.0,1.0,5.0,,,,,,
8256247,1,1,1,17,134.4061,1,63,7.0,1961.0,1,3.0,6,1,3,3,1,1.0,1.0,2.0,5.0,1500000.0,60.0,4.0,276.0,47.0,1.0
8256247,1,2,1,17,134.4061,2,53,9.0,1971.0,2,3.0,6,2,3,2,1,1.0,1.0,2.0,5.0,,,,,,
8256247,1,3,1,17,134.4061,2,25,7.0,1999.0,3,6.0,6,2,1,1,1,1.0,1.0,2.0,5.0,1423500.0,46.0,1.0,26.0,82.0,1.0
8256247,1,4,1,17,134.4061,2,20,5.0,2005.0,3,6.0,6,2,1,1,1,3.0,1.0,1.0,10.0,,,,,,
8256249,1,1,1,17,131.4392,1,65,10.0,1959.0,1,3.0,6,2,3,2,1,1.0,1.0,2.0,5.0,,,,,,
8256249,1,2,1,17,131.4392,2,57,1.0,1968.0,2,3.0,6,2,2,3,1,1.0,1.0,2.0,5.0,,72.0,4.0,264.0,47.0,2.0
8256249,1,3,1,17,131.4392,2,27,6.0,1998.0,3,6.0,6,2,1,1,1,1.0,1.0,2.0,10.0,2000000.0,46.0,1.0,11.0,85.0,1.0
8256250,1,1,1,17,150.0951,2,20,9.0,2004.0,1,1.0,6,2,3,2,1,2.0,1.0,1.0,5.0,,,,,,
8256250,1,2,1,17,150.0951,1,22,10.0,2002.0,2,1.0,6,1,2,2,1,1.0,1.0,2.0,8.0,1700000.0,46.0,1.0,4.0,25.0,1.0
8256251,1,1,1,17,233.2363,1,49,2.0,1976.0,1,3.0,6,2,3,3,1,1.0,1.0,2.0,4.0,,,,,,
8256251,1,2,1,17,233.2363,2,42,7.0,1982.0,2,3.0,6,2,3,2,1,1.0,1.0,2.0,3.0,,,,,,
8256251,1,3,1,17,233.2363,1,19,3.0,2006.0,3,6.0,6,2,1,1,1,1.0,1.0,2.0,5.0,1423500.0,46.0,1.0,1.0,82.0,1.0
8256252,1,1,1,17,259.8539,1,48,3.0,1977.0,1,3.0,6,2,3,3,1,1.0,1.0,2.0,9.0,1623000.0,45.0,1.0,30.0,47.0,1.0
8256252,1,2,1,17,259.8539,2,38,12.0,1986.0,2,3.0,6,2,2,3,1,1.0,1.0,2.0,5.0,1623000.0,46.0,1.0,240.0,10.0,1.0
8256252,1,3,1,17,259.8539,2,18,4.0,2007.0,3,6.0,6,2,1,1,1,1.0,1.0,1.0,5.0,,,,,,
8256252,1,4,1,17,259.8539,2,11,12.0,2013.0,3,6.0,6,2,1,1,1,1.0,1.0,1.0,3.0,,,,,,
