DIRECTORIO,SECUENCIA_P,ORDEN,CLASE,DPTO,FEX_C18,P3271,P6040,P6030S1,P6030S3,P6050,P6070,P6080,P2057,P6081,P6083,P6090,P6100,P6160,P6170,P3042,INGLABO,P6800,P6430,P6426,RAMA2D_R4,P6920
8256068,1,7,1,15,107.1272,2,3,11.0,2021.0,9,,6,2,2,1,1,3.0,2.0,2.0,1.0,,,,,,
8256069,1,1,1,15,317.6725,2,63,3.0,1962.0,1,5.0,6,1,3,3,1,3.0,1.0,2.0,5.0,2020000.0,20.0,3.0,120.0,97.0,2.0
8256069,1,2,1,15,317.6725,1,40,11.0,1984.0,3,6.0,6,2,3,1,1,3.0,1.0,1.0,10.0,,,,,,
8256069,1,3,1,15,317.6725,1,35,12.0,1989.0,3,6.0,6,2,3,1,1,1.0,1.0,2.0,6.0,1423500.0,48.0,1.0,6.0,47.0,1.0
8256069,1,4,1,15,317.6725,1,42,10.0,1982.0,3,2.0,6,2,3,1,1,1.0,1.0,2.0,10.0,1423500.0,48.0,1.0,3.0,47.0,1.0
8256069,1,5,1,15,317.6725,2,31,1.0,1994.0,7,2.0,6,2,2,2,1,1.0,1.0,2.0,5.0,800000.0,24.0,1.0,24.0,86.0,1.0
8256069,1,6,1,15,317.6725,2,13,2.0,2012.0,8,6.0,6,2,1,1,1,1.0,1.0,1.0,4.0,,,,,,
8256069,1,7,1,15,317.6725,1,9,8.0,2015.0,8,,6,2,1,1,1,1.0,1.0,1.0,3.0,,,,,,
8256070,1,1,1,15,90.7096,2,35,11.0,1989.0,1,6.0,6,2,2,2,1,1.0,1.0,2.0,10.0,3500000.0,40.0,2.0,36.0,85.0,1.0
8256070,1,2,1,15,90.7096,1,13,3.0,2012.0,3,6.0,6,2,2,1,1,1.0,1.0,1.0,4.0,,,,,,
8256071,1,1,1,15,107.646,1,26,1.0,1999.0,1,2.0,6,2,2,2,1,3.0,1.0,2.0,5.0,1423500.0,54.0,1.0,60.0,45.0,2.0
8256071,1,2,1,15,107.646,2,29,8.0,1995.0,2,2.0,6,2,2,2,2,,1.0,2.0,5.0,,,,,,
8256071,1,3,1,15,107.646,1,14,4.0,2011.0,3,6.0,6,2,2,1,2,,1.0,2.0,3.0,,,,,,
8256072,1,1,1,15,220.9245,1,33,12.0,1991.0,1,2.0,6,1,2,2,1,2.0,1.0,2.0,8.0,3000000.0,46.0,2.0,164.0,84.0,1.0
8256072,1,2,1,15,220.9245,2,29,12.0,1995.0,2,2.0,6,1,2,2,1,2.0,1.0,2.0,10.0,1800000.0,30.0,4.0,36.0,69.0,2.0
8256072,1,3,1,15,220.9245,2,2,9.0,2022.0,3,,6,1,1,1,1,2.0,,,,,,,,,
8256073,1,1,1,15,115.7258,2,76,3.0,1949.0,1,5.0,6,2,3,3,1,1.0,1.0,2.0,8.0,,,,,,
8256073,1,2,1,15,115.7258,1,26,1.0,1999.0,8,6.0,6,2,2,2,2,,1.0,1.0,10.0,,,,,,
8256074,1,1,1,15,84.7117,1,52,7.0,1972.0,1,4.0,6,2,3,3,1,3.0,1.0,2.0,5.0,400000.0,12.0,4.0,180.0,45.0,2.0
8256075,1,1,1,15,148.2852,1,74,3.0,1951.0,1,3.0,6,1,3,3,1,1.0,1.0,2.0,10.0,,,,,,
8256075,1,2,1,15,148.2852,2,63,4.0,1962.0,2,3.0,6,1,3,3,1,1.0,1.0,2.0,5.0,,,,,,
8256076,1,1,1,15,72.066,1,49,6.0,1976.0,1,4.0,6,2,3,3,1,3.0,1.0,2.0,5.0,1500000.0,40.0,4.0,240.0,43.0,2.0
8256076,1,2,1,15,72.066,2,20,7.0,2004.0,3,6.0,6,2,1,2,1,1.0,1.0,1.0,10.0,,,,,,
8256077,1,1,1,15,124.9872,1,58,10.0,1966.0,1,3.0,6,2,3,2,1,1.0,1.0,2.0,12.0,6000000.0,40.0,2.0,6.0,85.0,1.0
8256077,1,2,1,15,124.9872,2,63,8.0,1961.0,2,3.0,6,2,3,3,1,1.0,1.0,2.0,10.0,,,,,,
8256077,1,3,1,15,124.9872,1,28,6.0,1997.0,3,6.0,6,2,1,1,1,1.0,2.0,2.0,1.0,,,,,,
8256078,1,1,1,15,98.8568,2,74,3.0,1951.0,1,3.0,6,2,3,3,1,1.0,1.0,2.0,10.0,,,,,,
8256078,1,2,1,15,98.8568,1,72,8.0,1952.0,2,3.0,6,2,3,3,1,1.0,1.0,2.0,5.0,,,,,,
8256079,1,1,1,15,84.7117,1,45,5.0,1980.0,1,6.0,6,1,2,3,1,3.0,1.0,2.0,5.0,,,,,,
8256080,1,1,1,15,148.2852,2,73,11.0,1951.0,1,5.0,6,2,3,3,1,1.0,1.0,2.0,3.0,,,,,,
8256080,1,2,1,15,148.2852,1,55,4.0,1970.0,3,6.0,6,2,3,1,1,1.0,1.0,2.0,3.0,,,,,,
8256081,1,1,1,15,213.9778,1,68,6.0,1957.0,1,3.0,6,1,3,3,1,1.0,1.0,2.0,5.0,,,,,,
8256081,1,2,1,15,213.9778,2,63,6.0,1962.0,2,3.0,6,1,3,2,1,1.0,1.0,2.0,4.0,,,,,,
8256081,1,3,1,15,213.9778,2,27,8.0,1997.0,3,6.0,6,2,1,1,1,1.0,1.0,2.0,10.0,1423500.0,46.0,1.0,18.0,85.0,1.0
8256081,1,4,1,15,213.9778,1,14,10.0,2010.0,8,6.0,6,1,2,2,1,1.0,1.0,1.0,4.0,,,,,,
8256081,1,5,1,15,213.9778,2,7,7.0,2017.0,8,,6,1,2,2,1,1.0,1.0,1.0,3.0,,,,,,
8256082,1,1,1,15,85.0571,2,20,3.0,2005.0,1,6.0,6,2,2,2,1,1.0,1.0,1.0,8.0,,,,,,
8256083,1,1,1,15,130.698,1,28,4.0,1997.0,1,6.0,6,2,2,2,1,1.0,1.0,2.0,6.0,1423500.0,48.0,1.0,24.0,47.0,1.0
8256084,1,1,1,15,95.4077,2,26,10.0,1998.0,1,4.0,6,2,2,2,2,,1.0,2.0,3.0,1000000.0,40.0,4.0,8.0,38.0,2.0
8256084,1,2,1,15,95.4077,2,7,9.0,2017.0,3,,6,2,2,1,2,,1.0,1.0,3.0,,,,,,
8256085,1,1,1,15,74.6702,1,62,5.0,1963.0,1,3.0,6,1,3,2,1,1.0,1.0,2.0,11.0,3000000.0,50.0,4.0,5.0,84.0,1.0
8256085,1,2,1,15,74.6702,2,62,5.0,1963.0,2,3.0,6,1,3,2,1,2.0,1.0,2.0,11.0,4000000.0,40.0,2.0,480.0,85.0,3.0
8256085,1,3,1,15,74.6702,2,29,12.0,1995.0,3,6.0,6,2,1,1,1,1.0,1.0,2.0,11.0,3000000.0,40.0,4.0,4.0,69.0,1.0
8256085,1,4,1,15,74.6702,2,25,5.0,2000.0,3,6.0,6,2,1,1,1,1.0,1.0,2.0,11.0,3000000.0,40.0,4.0,4.0,84.0,1.0
8256086,1,1,1,15,98.4274,2,60,9.0,1964.0,1,3.0,6,1,3,2,1,1.0,1.0,2.0,8.0,,,,,,
8256086,1,2,1,15,98.4274,1,69,7.0,1955.0,2,3.0,6,1,3,3,1,1.0,1.0,2.0,3.0,200000.0,20.0,1.0,1.0,49.0,2.0
8256086,1,3,1,15,98.4274,1,25,12.0,1999.0,3,6.0,6,1,1,1,1,1.0,1.0,2.0,5.0,,,,,,
8256087,1,1,1,15,103.3708,2,42,8.0,1982.0,1,2.0,6,2,3,3,2,,1.0,2.0,4.0,1100000.0,50.0,1.0,30.0,56.0,2.0
8256087,1,2,1,15,103.3708,1,64,6.0,1961.0,2,2.0,6,2,2,2,2,,2.0,2.0,1.0,,,,,,
8256087,1,3,1,15,103.3708,1,17,1.0,2008.0,3,6.0,6,2,2,1,2,,1.0,2.0,4.0,800000.0,50.0,1.0,24.0,45.0,2.0
8256087,1,4,1,15,103.3708,2,14,4.0,2011.0,3,6.0,6,2,2,1,2,,1.0,2.0,4.0,,,,,,
8256088,1,1,1,15,117.5939,2,81,6.0,1944.0,1,5.0,6,1,3,3,1,1.0,1.0,2.0,5.0,,,,,,
8256089,1,1,1,15,98.4274,1,75,8.0,1949.0,1,3.0,6,1,3,3,1,1.0,1.0,2.0,3.0,,,,,,
8256089,1,2,1,15,98.4274,2,74,6.0,1951.0,2,3.0,6,1,3,3,1,1.0,1.0,2.0,8.0,,,,,,
8256089,1,3,1,15,98.4274,1,38,9.0,1986.0,3,6.0,6,2,1,1,1,3.0,1.0,2.0,10.0,1000000.0,40.0,4.0,240.0,85.0,2.0
8256090,1,1,1,15,117.5939,2,88,8.0,1936.0,1,5.0,6,2,3,3,1,1.0,1.0,2.0,5.0,,,,,,
8256091,1,1,1,15,183.6869,2,46,8.0,1978.0,1,5.0,6,2,3,3,1,1.0,1.0,2.0,11.0,4000000.0,40.0,2.0,36.0,84.0,1.0
8256091,1,2,1,15,183.6869,1,11,12.0,2013.0,3,6.0,6,2,3,1,1,1.0,1.0,1.0,4.0,,,,,,
8256092,1,1,1,15,100.6208,1,35,7.0,1989.0,1,2.0,6,1,2,2,1,1.0,1.0,2.0,4.0,2000000.0,40.0,4.0,156.0,49.0,1.0
8256092,1,2,1,15,100.6208,2,33,3.0,1992.0,2,2.0,6,1,3,3,1,3.0,1.0,2.0,5.0,,,,,,
8256092,1,3,1,15,100.6208,2,16,1.0,2009.0,3,6.0,6,2,1,1,1,3.0,1.0,1.0,5.0,,,,,,
8256092,1,4,1,15,100.6208,2,7,5.0,2018.0,3,,6,2,1,1,1,3.0,1.0,1.0,3.0,,,,,,
8256093,1,1,1,15,193.3089,1,54,3.0,1971.0,1,3.0,6,1,3,2,1,1.0,1.0,2.0,11.0,,,,,,
8256093,1,2,1,15,193.3089,2,53,9.0,1971.0,2,3.0,6,2,3,2,1,1.0,1.0,2.0,11.0,5000000.0,48.0,4.0,220.0,69.0,1.0
8256093,1,3,1,15,193.3089,2,14,3.0,2011.0,3,6.0,6,1,1,1,1,1.0,1.0,1.0,4.0,,,,,,
8256094,1,1,1,15,55.1918,2,61,7.0,1963.0,1,5.0,6,1,3,2,1,1.0,1.0,2.0,4.0,1723500.0,48.0,3.0,120.0,97.0,1.0
8256094,1,2,1,15,55.1918,2,16,5.0,2009.0,3,6.0,6,1,3,1,1,1.0,1.0,1.0,5.0,,,,,,
8256095,1,1,1,15,117.0958,2,50,3.0,1975.0,1,6.0,6,2,2,2,1,1.0,1.0,2.0,10.0,,,,,,
8256095,1,2,1,15,117.0958,2,18,6.0,2007.0,3,6.0,6,2,2,1,1,1.0,1.0,2.0,5.0,,,,,,
8256095,1,3,1,15,117.0958,1,7,3.0,2018.0,3,,6,1,2,1,1,1.0,1.0,1.0,3.0,,,,,,
8256096,1,1,1,15,96.1108,1,63,10.0,1961.0,1,3.0,6,2,3,2,1,1.0,1.0,2.0,11.0,,,,,,
8256096,1,2,1,15,96.1108,2,63,7.0,1961.0,2,3.0,6,2,3,3,1,1.0,1.0,2.0,6.0,700000.0,48.0,4.0,360.0,96.0,2.0
8256097,1,1,1,15,141.9048,1,56,7.0,1968.0,1,3.0,6,2,3,3,1,1.0,1.0,2.0,10.0,2300000.0,48.0,1.0,360.0,47.0,1.0
8256097,1,2,1,15,141.9048,2,57,6.0,1968.0,2,3.0,6,2,3,2,1,1.0,1.0,2.0,10.0,,,,,,
8256097,1,3,1,15,141.9048,1,16,1.0,2009.0,3,6.0,6,2,1,1,1,1.0,1.0,1.0,5.0,,,,,,
8256097,1,4,1,15,141.9048,2,13,12.0,2011.0,3,6.0,6,2,1,1,1,1.0,1.0,1.0,4.0,,,,,,
8256098,1,1,1,15,135.0148,2,40,10.0,1984.0,1,2.0,6,1,2,3,1,1.0,1.0,2.0,10.0,3000000.0,46.0,4.0,6.0,86.0,1.0
8256098,1,2,1,15,135.0148,1,54,1.0,1971.0,2,2.0,6,1,3,2,1,1.0,1.0,2.0,10.0,,,,,,
8256099,1,1,1,15,117.5053,1,21,3.0,2004.0,1,1.0,6,1,2,2,2,,1.0,2.0,4.0,170000.0,45.0,4.0,2.0,38.0,2.0
8256099,1,2,1,15,117.5053,2,28,8.0,1996.0,2,1.0,6,2,3,2,1,3.0,1.0,2.0,8.0,400000.0,15.0,1.0,1.0,56.0,2.0
8256099,1,3,1,15,117.5053,2,9,8.0,2015.0,3,,6,2,3,1,1,3.0,1.0,1.0,3.0,,,,,,
8256099,1,4,1,15,117.5053,1,3,8.0,2021.0,3,,6,2,3,1,1,3.0,2.0,1.0,2.0,,,,,,
8256100,1,1,1,15,184.697,1,42,11.0,1982.0,1,3.0,6,2,2,2,1,1.0,1.0,2.0,11.0,3000000.0,40.0,2.0,6.0,84.0,1.0
8256100,1,2,1,15,184.697,2,39,6.0,1986.0,2,3.0,6,2,2,2,1,1.0,1.0,2.0,12.0,,,,,,
8256100,1,3,1,15,184.697,2,7,5.0,2018.0,3,,6,2,1,1,1,1.0,1.0,1.0,3.0,,,,,,
8256100,1,4,1,15,184.697,2,3,9.0,2021.0,3,,6,2,1,1,1,1.0,2.0,1.0,2.0,,,,,,
8256100,1,5,1,15,184.697,2,72,4.0,1953.0,10,6.0,6,2,3,3,1,1.0,1.0,2.0,3.0,1450000.0,46.0,3.0,48.0,97.0,2.0
8256101,1,1,1,15,144.1662,1,73,9.0,1951.0,1,3.0,6,2,3,3,1,2.0,1.0,2.0,10.0,,,,,,
8256101,1,2,1,15,144.1662,2,72,8.0,1952.0,2,3.0,6,2,3,3,1,1.0,1.0,2.0,5.0,,,,,,
8256102,1,1,1,15,153.2456,1,59,4.0,1966.0,1,2.0,6,2,2,3,1,2.0,1.0,2.0,11.0,7000000.0,40.0,2.0,360.0,85.0,3.0
8256102,1,2,1,15,153.2456,2,43,4.0,1982.0,2,2.0,6,2,2,2,1,1.0,1.0,2.0,12.0,7000000.0,40.0,2.0,180.0,84.0,1.0
8256102,1,3,1,15,153.2456,1,11,10.0,2013.0,3,6.0,6,2,1,1,1,1.0,1.0,1.0,4.0,,,,,,
8256102,1,4,1,15,153.2456,2,7,10.0,2017.0,3,,6,2,1,1,1,1.0,1.0,1.0,3.0,,,,,,
8256103,1,1,1,15,76.0853,2,60,3.0,1965.0,1,6.0,6,1,3,3,1,1.0,1.0,2.0,12.0,7000000.0,40.0,2.0,144.0,85.0,1.0
8256103,1,2,1,15,76.0853,2,18,9.0,2006.0,3,6.0,6,1,2,1,1,1.0,1.0,1.0,10.0,,,,,,
8256103,1,3,1,15,76.0853,2,50,3.0,1975.0,10,4.0,6,1,3,2,1,1.0,1.0,2.0,3.0,1423500.0,30.0,3.0,24.0,97.0,1.0
8256104,1,1,1,15,112.5112,2,68,5.0,1957.0,1,4.0,6,2,3,2,1,1.0,1.0,2.0,10.0,,,,,,
8256104,1,2,1,15,112.5112,1,48,3.0,1977.0,3,6.0,6,2,2,1,1,3.0,1.0,2.0,10.0,,,,,,
8256105,1,1,1,15,50.3271,2,70,10.0,1954.0,1,3.0,6,2,3,3,1,3.0,1.0,2.0,3.0,,,,,,
8256105,1,2,1,15,50.3271,1,89,10.0,1935.0,2,3.0,6,2,3,3,1,3.0,2.0,2.0,1.0,,,,,,
8256106,1,1,1,15,144.1662,1,78,3.0,1947.0,1,3.0,6,2,3,3,1,2.0,1.0,2.0,10.0,,,,,,
8256106,1,2,1,15,144.1662,2,66,7.0,1958.0,2,3.0,6,2,3,3,1,2.0,1.0,2.0,10.0,,,,,,
8256107,1,1,1,15,84.287,2,63,4.0,1962.0,1,3.0,6,1,2,3,1,1.0,1.0,2.0,4.0,,,,,,
8256107,1,2,1,15,84.287,1,64,5.0,1961.0,2,3.0,6,1,3,3,1,1.0,1.0,2.0,3.0,,,,,,
8256107,1,3,1,15,84.287,2,40,12.0,1984.0,3,6.0,6,2,1,1,1,1.0,1.0,2.0,9.0,1800000.0,46.0,1.0,86.0,64.0,1.0
8256108,1,1,1,15,58.9149,2,61,5.0,1964.0,1,5.0,6,2,3,3,1,3.0,1.0,2.0,5.0,,,,,,
8256108,1,2,1,15,58.9149,1,32,10.0,1992.0,3,6.0,6,2,3,1,1,3.0,1.0,2.0,5.0,,,,,,
8256109,1,1,1,15,113.338,1,53,12.0,1971.0,1,3.0,6,1,3,2,1,2.0,1.0,2.0,4.0,,,,,,
8256109,1,2,1,15,113.338,2,57,6.0,1968.0,2,3.0,6,1,2,2,1,2.0,1.0,2.0,12.0,5000000.0,30.0,2.0,300.0,85.0,1.0
8256109,1,3,1,15,113.338,1,19,6.0,2006.0,3,6.0,6,2,1,1,1,2.0,1.0,1.0,10.0,,,,,,
8256110,1,1,1,15,45.6122,2,62,5.0,1963.0,1,2.0,6,2,3,2,1,3.0,1.0,2.0,3.0,,,,,,
8256111,1,1,1,15,69.3296,2,36,7.0,1988.0,1,3.0,6,2,3,2,1,1.0,1.0,2.0,8.0,1523500.0,50.0,1.0,6.0,56.0,1.0
8256111,1,2,1,15,69.3296,1,40,3.0,1985.0,2,3.0,6,2,3,2,1,1.0,1.0,2.0,9.0,2000000.0,40.0,4.0,108.0,43.0,2.0
8256111,1,3,1,15,69.3296,2,18,6.0,2007.0,3,6.0,6,2,1,1,1,1.0,1.0,2.0,6.0,,,,,,
8256111,1,4,1,15,69.3296,2,13,8.0,2011.0,3,6.0,6,2,1,1,1,1.0,1.0,1.0,4.0,,,,,,
8256111,1,5,1,15,69.3296,2,6,11.0,2018.0,3,,6,2,1,1,1,1.0,1.0,1.0,3.0,,,,,,
8256112,1,1,1,15,50.3271,2,66,4.0,1959.0,1,3.0,6,1,3,3,1,1.0,1.0,2.0,4.0,,,,,,
8256112,1,2,1,15,50.3271,1,67,9.0,1957.0,2,3.0,6,1,3,3,1,1.0,1.0,2.0,5.0,,,,,,
8256113,1,1,1,15,70.5564,2,61,11.0,1963.0,1,4.0,6,2,3,3,1,3.0,1.0,2.0,5.0,150000.0,10.0,4.0,60.0,81.0,2.0
8256114,1,1,1,15,79.2622,1,48,7.0,1976.0,1,3.0,6,1,2,2,1,1.0,1.0,2.0,10.0,2000000.0,44.0,2.0,60.0,85.0,1.0
8256114,1,2,1,15,79.2622,2,46,1.0,1979.0,2,3.0,6,9,2,2,1,1.0,1.0,2.0,10.0,,,,,,
8256114,1,3,1,15,79.2622,2,12,6.0,2013.0,3,6.0,6,2,1,1,1,1.0,1.0,1.0,4.0,,,,,,
8256114,1,4,1,15,79.2622,2,9,12.0,2015.0,3,,6,2,1,1,1,1.0,1.0,1.0,3.0,,,,,,
8256115,1,1,1,15,50.3271,2,81,12.0,1943.0,1,5.0,6,1,3,3,1,3.0,1.0,2.0,4.0,,,,,,
8256115,1,2,1,15,50.3271,1,58,5.0,1967.0,3,4.0,6,2,3,1,1,3.0,1.0,2.0,9.0,500000.0,10.0,4.0,400.0,90.0,2.0
8256116,1,1,1,15,78.9193,2,25,3.0,2000.0,1,6.0,6,1,2,2,1,3.0,1.0,2.0,10.0,1423500.0,25.0,4.0,24.0,74.0,2.0
8256117,1,1,1,15,61.6777,2,43,4.0,1982.0,1,6.0,6,1,3,2,1,3.0,1.0,2.0,5.0,1300000.0,48.0,1.0,24.0,14.0,2.0
8256117,1,2,1,15,61.6777,2,7,3.0,2018.0,3,,6,2,2,1,1,3.0,1.0,1.0,3.0,,,,,,
8256118,1,1,1,15,70.6986,1,50,8.0,1974.0,1,3.0,6,1,2,2,1,1.0,1.0,2.0,10.0,1423500.0,46.0,2.0,192.0,85.0,1.0
8256118,1,2,1,15,70.6986,2,53,2.0,1972.0,2,3.0,6,1,3,3,1,1.0,1.0,2.0,8.0,,,,,,
8256119,1,1,1,15,144.1662,1,73,6.0,1951.0,1,3.0,6,2,3,3,1,1.0,1.0,2.0,5.0,,,,,,
8256119,1,2,1,15,144.1662,2,69,6.0,1956.0,2,3.0,6,2,3,3,1,1.0,1.0,2.0,5.0,,,,,,
8256120,1,1,1,15,47.6108,2,48,2.0,1977.0,1,4.0,6,2,3,2,1,1.0,1.0,2.0,10.0,1000000.0,46.0,5.0,284.0,85.0,1.0
8256120,1,2,1,15,47.6108,2,26,10.0,1998.0,3,6.0,6,2,2,1,1,1.0,1.0,2.0,12.0,1800000.0,46.0,2.0,4.0,85.0,1.0
8256121,1,1,1,15,110.4666,2,27,11.0,1997.0,1,2.0,6,1,2,2,1,3.0,1.0,2.0,10.0,1600000.0,48.0,4.0,18.0,47.0,2.0
8256121,1,2,1,15,110.4666,1,36,7.0,1988.0,2,2.0,6,1,2,2,1,1.0,1.0,2.0,8.0,2000000.0,48.0,4.0,6.0,84.0,1.0
8256122,1,1,1,15,89.6811,2,38,4.0,1987.0,1,6.0,6,2,2,2,1,1.0,1.0,2.0,8.0,1600000.0,46.0,1.0,60.0,86.0,1.0
8256123,1,1,1,15,78.9193,2,28,7.0,1996.0,1,6.0,6,2,2,2,1,1.0,1.0,2.0,10.0,4270500.0,36.0,1.0,84.0,86.0,1.0
8256124,1,1,1,15,60.979,2,40,10.0,1984.0,1,6.0,6,1,3,2,1,3.0,1.0,2.0,5.0,1423500.0,48.0,1.0,6.0,47.0,2.0
8256124,1,2,1,15,60.979,2,18,3.0,2007.0,3,6.0,6,2,2,1,1,3.0,1.0,2.0,5.0,,,,,,
8256124,1,3,1,15,60.979,1,15,3.0,2010.0,3,6.0,6,2,2,1,1,3.0,1.0,1.0,4.0,,,,,,
8256125,1,1,1,15,65.33,2,69,8.0,1955.0,1,4.0,6,2,3,3,1,3.0,1.0,2.0,3.0,,,,,,
8256126,1,1,1,15,132.9796,1,24,9.0,2000.0,1,2.0,6,2,2,2,1,1.0,1.0,2.0,5.0,1423500.0,46.0,1.0,24.0,47.0,1.0
8256126,1,2,1,15,132.9796,2,33,3.0,1992.0,2,2.0,6,2,3,3,1,3.0,1.0,2.0,5.0,,,,,,
8256126,1,3,1,15,132.9796,1,17,9.0,2007.0,3,6.0,6,2,2,1,1,3.0,1.0,2.0,4.0,,,,,,
8256126,1,4,1,15,132.9796,1,9,7.0,2015.0,3,,6,2,2,1,1,3.0,1.0,1.0,3.0,,,,,,
8256126,1,5,1,15,132.9796,1,3,6.0,2022.0,3,,6,2,1,1,1,3.0,2.0,1.0,2.0,,,,,,
8256127,1,1,1,15,120.2681,1,56,4.0,1969.0,1,3.0,6,1,3,2,1,1.0,1.0,2.0,12.0,7000000.0,48.0,2.0,240.0,85.0,1.0
8256127,1,2,1,15,120.2681,2,52,11.0,1972.0,2,3.0,6,1,3,2,1,1.0,1.0,2.0,12.0,4000000.0,40.0,1.0,180.0,85.0,1.0
8256127,1,3,1,15,120.2681,1,23,9.0,2001.0,3,6.0,6,1,1,1,1,1.0,1.0,2.0,10.0,1423500.0,48.0,1.0,3.0,93.0,1.0
8256127,1,4,1,15,120.2681,1,18,11.0,2006.0,3,6.0,6,1,1,1,1,1.0,1.0,1.0,10.0,,,,,,
8256129,1,1,1,15,182.273,2,56,10.0,1968.0,1,2.0,6,2,3,3,1,1.0,1.0,2.0,4.0,400000.0,40.0,4.0,120.0,47.0,2.0
8256129,1,2,1,15,182.273,1,56,12.0,1968.0,2,2.0,6,2,3,2,1,1.0,1.0,2.0,5.0,1423500.0,48.0,1.0,168.0,85.0,1.0
8256129,1,3,1,15,182.273,1,27,9.0,1997.0,3,6.0,6,2,1,1,1,1.0,1.0,1.0,10.0,,,,,,
8256130,1,1,1,15,102.4898,1,23,8.0,2001.0,1,6.0,6,1,2,2,1,1.0,1.0,1.0,10.0,1423500.0,46.0,1.0,6.0,82.0,1.0
8256131,1,1,1,15,166.0006,1,67,8.0,1957.0,1,4.0,6,1,3,3,1,1.0,1.0,2.0,5.0,800000.0,30.0,4.0,480.0,45.0,2.0
8256132,1,1,1,15,86.4568,2,64,4.0,1961.0,1,4.0,6,2,3,3,1,3.0,1.0,2.0,5.0,,,,,,
8256132,1,2,1,15,86.4568,2,29,11.0,1995.0,3,4.0,6,2,2,1,1,1.0,1.0,2.0,6.0,1423500.0,48.0,1.0,3.0,6.0,1.0
8256132,1,3,1,15,86.4568,2,8,9.0,2016.0,8,,6,2,2,1,1,1.0,1.0,1.0,3.0,,,,,,
8256132,1,4,1,15,86.4568,1,3,8.0,2021.0,8,,6,2,2,1,1,1.0,2.0,2.0,1.0,,,,,,
8256133,1,1,1,15,110.6546,1,48,10.0,1976.0,1,6.0,6,1,3,3,1,1.0,1.0,2.0,11.0,5000000.0,46.0,1.0,18.0,47.0,1.0
8256133,1,2,1,15,110.6546,2,14,1.0,2011.0,3,6.0,6,1,1,2,1,1.0,1.0,1.0,4.0,,,,,,
8256134,1,1,1,15,89.6811,2,32,1.0,1993.0,1,6.0,6,1,2,2,1,1.0,1.0,2.0,11.0,2000000.0,46.0,1.0,12.0,35.0,1.0
8256135,1,1,1,15,108.9856,1,39,4.0,1986.0,1,3.0,6,1,3,3,1,1.0,1.0,2.0,5.0,1423500.0,46.0,1.0,2.0,11.0,1.0
8256135,1,2,1,15,108.9856,2,30,7.0,1994.0,2,3.0,6,1,3,2,1,1.0,1.0,2.0,8.0,,,,,,
8256135,1,3,1,15,108.9856,2,10,4.0,2015.0,3,6.0,6,1,2,1,1,1.0,1.0,1.0,3.0,,,,,,
8256135,1,4,1,15,108.9856,2,8,1.0,2017.0,3,,6,2,1,1,1,1.0,1.0,1.0,3.0,,,,,,
8256136,1,1,1,15,204.2156,1,47,4.0,1978.0,1,3.0,6,1,3,2,1,1.0,1.0,2.0,10.0,4900000.0,48.0,1.0,252.0,42.0,1.0
8256137,1,1,1,15,176.1592,2,32,9.0,1992.0,1,6.0,6,2,2,2,1,1.0,1.0,2.0,11.0,12000000.0,40.0,4.0,4.0,84.0,1.0
8256138,1,1,1,15,93.273,1,46,5.0,1979.0,1,2.0,6,2,2,3,1,3.0,1.0,2.0,4.0,1500000.0,46.0,4.0,316.0,45.0,2.0
8256138,1,2,1,15,93.273,2,37,10.0,1987.0,2,2.0,6,2,3,2,1,1.0,1.0,2.0,5.0,1423500.0,46.0,1.0,12.0,56.0,1.0
8256138,1,3,1,15,93.273,2,19,3.0,2006.0,3,6.0,6,2,2,1,1,1.0,1.0,1.0,10.0,,,,,,
8256138,1,4,1,15,93.273,1,14,4.0,2011.0,3,6.0,6,2,1,1,1,1.0,1.0,1.0,4.0,,,,,,
8256139,1,1,1,15,118.6924,1,56,6.0,1969.0,1,2.0,6,2,2,3,1,1.0,1.0,2.0,9.0,1423500.0,48.0,1.0,84.0,10.0,1.0
8256139,1,2,1,15,118.6924,2,31,6.0,1994.0,2,2.0,6,2,2,2,1,1.0,1.0,1.0,10.0,150000.0,7.0,1.0,3.0,56.0,2.0
8256139,1,3,1,15,118.6924,1,1,12.0,2023.0,3,,6,2,1,1,1,1.0,,,,,,,,,
8256140,1,1,1,15,71.2904,2,80,5.0,1945.0,1,5.0,6,2,3,3,1,1.0,1.0,2.0,3.0,,,,,,
8256140,1,2,1,15,71.2904,2,47,6.0,1978.0,3,6.0,6,2,2,1,1,1.0,1.0,2.0,10.0,4500000.0,48.0,4.0,156.0,69.0,1.0
8256141,1,1,1,15,78.6361,2,58,1.0,1967.0,1,3.0,6,1,3,3,1,1.0,1.0,2.0,8.0,,8.0,6.0,16.0,47.0,2.0
8256141,1,2,1,15,78.6361,1,59,8.0,1965.0,2,3.0,6,1,3,3,1,1.0,1.0,2.0,5.0,4000000.0,30.0,4.0,480.0,47.0,2.0
8256142,1,1,1,15,101.2611,1,37,10.0,1987.0,1,6.0,6,1,2,2,1,3.0,1.0,2.0,9.0,,,,,,
8256142,1,2,1,15,101.2611,2,27,7.0,1997.0,6,6.0,6,2,2,2,1,3.0,1.0,2.0,5.0,,,,,,
8256154,1,1,1,15,47.4633,2,43,12.0,1981.0,1,6.0,6,1,3,2,1,1.0,1.0,2.0,5.0,1573500.0,40.0,3.0,36.0,97.0,1.0
